Date,state,precipitation (inch)
201208,RI,4.17
201209,RI,4.53
201210,RI,3.93
201211,RI,0.99
201212,RI,5.82
201301,RI,1.86
201302,RI,4.79
201303,RI,2.49
201304,RI,1.8
201305,RI,3.58
201306,RI,10.19
201307,RI,2.88
201308,RI,3.32
201309,RI,3.18
201310,RI,0.89
201311,RI,3.98
201312,RI,4.21
201401,RI,3.31
201402,RI,4.23
201403,RI,5.91
201404,RI,4.57
201405,RI,3.25
201406,RI,2.31
201407,RI,4.67
201408,RI,2.54
201409,RI,0.86
201410,RI,4.44
201411,RI,5.14
201412,RI,6.01
201501,RI,3.71
201502,RI,2.67
201503,RI,4.15
201504,RI,2.5
201505,RI,1.03
201506,RI,5.34
201507,RI,3.12
201508,RI,2.53
201509,RI,4
201510,RI,4.02
201511,RI,2.59
201512,RI,5.22
201601,RI,3.2
201602,RI,5.26
201603,RI,2.66
201604,RI,3.99
201605,RI,3.45
201606,RI,1.44
201607,RI,2.6
201608,RI,2.85
201609,RI,2.75
201610,RI,6.32
201611,RI,3.21
201612,RI,3.53
201701,RI,4.84
201702,RI,2.32
201703,RI,3.72
201704,RI,6.56
201705,RI,6.33
201706,RI,3.75
201707,RI,3.6
201708,RI,1.89
201709,RI,3.16
201710,RI,7.41
201711,RI,2.75
201712,RI,2.78
201801,RI,5.79
201802,RI,5.68
201803,RI,5.5
201804,RI,5.4
201805,RI,2.33
201806,RI,2.7
201807,RI,2.51
201808,RI,4.54
201809,RI,7.91
201810,RI,6.56
201811,RI,9.6
201812,RI,4.66
201901,RI,6.42
201902,RI,3.51
201903,RI,3.45
201904,RI,7.08
201905,RI,4.05
201906,RI,4.8
201907,RI,4.66
201908,RI,4.04
201909,RI,1.63
201910,RI,7.05
201911,RI,3.12
201912,RI,7.3
202001,RI,1.5
202002,RI,3.3
202003,RI,4.46
202004,RI,5.4
202005,RI,3.17
202006,RI,2.84
202007,RI,1.73
202008,RI,1.78
202009,RI,1.17
202010,RI,5.81
202011,RI,5.38
202012,RI,7.98
202101,RI,2.29
202102,RI,3.64
202103,RI,2.8
202104,RI,3.49
202105,RI,5.12
202106,RI,2.31
202107,RI,7.35
202108,RI,5.26
202109,RI,7.47
202110,RI,5.94
202111,RI,2.21
202112,RI,1.97
202201,RI,3.44
202202,RI,5.97
202203,RI,3.11
202204,RI,3.62
202205,RI,1.86
202206,RI,3.91
202207,RI,1.12
202208,RI,2.9
202209,RI,6.36
202210,RI,5.35
202211,RI,3.08
202212,RI,6.29
202301,RI,6.64
202302,RI,1.56
202303,RI,4.19
202304,RI,3.99
202305,RI,3.7
202306,RI,3.84
202307,RI,7.72
202308,RI,4.45
202309,RI,7.55
202310,RI,3.42
202311,RI,2.21
202312,RI,7.82
200101,SC,2.02
200102,SC,2.4
200103,SC,6.38
200104,SC,0.96
200105,SC,2.61
200106,SC,5.4
200107,SC,5.24
200108,SC,2.66
200109,SC,3.72
200110,SC,0.88
200111,SC,0.98
200112,SC,1.47
200201,SC,3.49
200202,SC,2.06
200203,SC,4.28
200204,SC,1.84
200205,SC,3.49
200206,SC,3.01
200207,SC,3.25
200208,SC,5.94
200209,SC,5.4
200210,SC,4.73
200211,SC,4.42
200212,SC,4.63
200301,SC,1.76
200302,SC,4.14
200303,SC,7.52
200304,SC,6
200305,SC,5.72
200306,SC,6.39
200307,SC,8.37
200308,SC,4.61
200309,SC,2.98
200310,SC,3.53
200311,SC,1.6
200312,SC,2.57
200401,SC,1.77
200402,SC,5.14
200403,SC,0.92
200404,SC,2.02
200405,SC,2.89
200406,SC,6.35
200407,SC,4.96
200408,SC,6.99
200409,SC,8.26
200410,SC,1.43
200411,SC,2.92
200412,SC,2.2
200501,SC,2.02
200502,SC,3.82
200503,SC,4.87
200504,SC,2.74
200505,SC,3.77
200506,SC,6.83
200507,SC,5.79
200508,SC,4.96
200509,SC,0.65
200510,SC,4.67
200511,SC,3.2
200512,SC,4.19
200601,SC,3.29
200602,SC,2.96
200603,SC,1.24
200604,SC,2.56
200605,SC,2.54
200606,SC,6.8
200607,SC,2.96
200608,SC,5.11
200609,SC,4.55
200610,SC,3.03
200611,SC,4.98
200612,SC,3.71
200701,SC,3.66
200702,SC,2.54
200703,SC,2.57
200704,SC,2.54
200705,SC,1.44
200706,SC,4.72
200707,SC,3.79
200708,SC,2.94
200709,SC,2.25
200710,SC,2.76
200711,SC,0.57
200712,SC,5.12
200801,SC,2.88
200802,SC,3.94
200803,SC,3.44
200804,SC,3.19
200805,SC,2.74
200806,SC,2.35
200807,SC,4.69
200808,SC,7.08
200809,SC,4.03
200810,SC,4.53
200811,SC,3.94
200812,SC,2.96
200901,SC,2.05
200902,SC,2
200903,SC,5.11
200904,SC,3.4
200905,SC,5.68
200906,SC,4.04
200907,SC,4.25
200908,SC,3.65
200909,SC,2.91
200910,SC,4.79
200911,SC,4.63
200912,SC,8.05
201001,SC,4.92
201002,SC,3.34
201003,SC,3.06
201004,SC,1.34
201005,SC,3.6
201006,SC,4.51
201007,SC,4.87
201008,SC,5.96
201009,SC,4.91
201010,SC,1.47
201011,SC,1.23
201012,SC,1.99
201101,SC,1.87
201102,SC,3.4
201103,SC,5.02
201104,SC,2.87
201105,SC,2.95
201106,SC,2.62
201107,SC,3.89
201108,SC,4.27
201109,SC,4.27
201110,SC,2.25
201111,SC,2.85
201112,SC,1.95
201201,SC,2.19
201202,SC,2.23
201203,SC,3.64
201204,SC,2.55
201205,SC,5.72
201206,SC,4.17
201207,SC,5.51
201208,SC,7.45
201209,SC,2.54
201210,SC,1.77
201211,SC,1.46
201212,SC,4.54
201301,SC,2.48
201302,SC,6.2
201303,SC,3.35
201304,SC,4.7
201305,SC,3.56
201306,SC,7.7
201307,SC,10.38
201308,SC,6.4
201309,SC,2.04
201310,SC,1.16
201311,SC,3.16
201312,SC,5.26
201401,SC,3.15
201402,SC,3.31
201403,SC,4.34
201404,SC,4.24
201405,SC,3.97
201406,SC,3.43
201407,SC,4.62
201408,SC,4.31
201409,SC,5.47
201410,SC,1.81
201411,SC,4.44
201412,SC,3.94
201501,SC,3.56
201502,SC,4.06
201503,SC,3.18
201504,SC,4.47
201505,SC,1.63
201506,SC,4.12
201507,SC,3.47
201508,SC,5.71
201509,SC,4.35
201510,SC,12.17
201511,SC,7.24
201512,SC,6.7
201601,SC,2.83
201602,SC,4.66
201603,SC,2.21
201604,SC,2.4
201605,SC,5.58
201606,SC,3.61
201607,SC,3.78
201608,SC,3.84
201609,SC,6.83
201610,SC,5.55
201611,SC,0.99
201612,SC,3.97
201701,SC,4.88
201702,SC,1.38
201703,SC,2.34
201704,SC,5.51
201705,SC,5.15
201706,SC,4.43
201707,SC,5.5
201708,SC,4.55
201709,SC,4.83
201710,SC,3.25
201711,SC,1.19
201712,SC,3.56
201801,SC,2.82
201802,SC,2.23
201803,SC,3.11
201804,SC,4.49
201805,SC,6.19
201806,SC,3.72
201807,SC,6.03
201808,SC,4.27
201809,SC,6.13
201810,SC,4.61
201811,SC,5.72
201812,SC,7.98
201901,SC,3.6
201902,SC,2.48
201903,SC,2.52
201904,SC,3.99
201905,SC,2.15
201906,SC,5.94
201907,SC,3.91
201908,SC,4.83
201909,SC,2.19
201910,SC,4.01
201911,SC,3.48
201912,SC,6.93
202001,SC,4.12
202002,SC,7.17
202003,SC,4.26
202004,SC,5.14
202005,SC,6.64
202006,SC,4.27
202007,SC,4.69
202008,SC,6.95
202009,SC,6.62
202010,SC,2.69
202011,SC,4.49
202012,SC,2.83
202101,SC,4.66
202102,SC,6.27
202103,SC,3.26
202104,SC,1.67
202105,SC,2.55
202106,SC,6.09
202107,SC,6.6
202108,SC,5.47
202109,SC,4.15
202110,SC,2.74
202111,SC,0.91
202112,SC,3.1
202201,SC,4.17
202202,SC,2.08
202203,SC,3.6
202204,SC,4.01
202205,SC,3.39
202206,SC,3.47
202207,SC,6.26
202208,SC,5.31
202209,SC,3.63
202210,SC,2.54
202211,SC,3.66
202212,SC,3.31
202301,SC,5.77
202302,SC,3.85
202303,SC,3.05
202304,SC,5.11
202305,SC,3.5
202306,SC,5.94
202307,SC,4.92
202308,SC,6.96
202309,SC,2.74
202310,SC,1.9
202311,SC,2.21
202312,SC,5.65
200101,SD,0.82
200102,SD,0.87
200103,SD,0.46
200104,SD,3.84
200105,SD,2.48
200106,SD,3.2
200107,SD,3.8
200108,SD,0.7
200109,SD,1.8
200110,SD,0.96
200111,SD,1.19
200112,SD,0.06
200201,SD,0.28
200202,SD,0.18
200203,SD,0.95
200204,SD,1.29
200205,SD,1.64
200206,SD,1.55
200207,SD,1.79
200208,SD,3.27
200209,SD,1.59
200210,SD,1.46
200211,SD,0.06
200212,SD,0.24
200301,SD,0.45
200302,SD,0.63
200303,SD,0.94
200304,SD,2.28
200305,SD,2.79
200306,SD,3.61
200307,SD,1.63
200308,SD,1.12
200309,SD,1.81
200310,SD,0.84
200311,SD,0.74
200312,SD,0.29
200401,SD,0.33
200402,SD,0.46
200403,SD,1.61
200404,SD,0.88
200405,SD,3.7
200406,SD,2.64
200407,SD,2.86
200408,SD,1.78
200409,SD,3.88
200410,SD,2.2
200411,SD,0.36
200412,SD,0.09
200501,SD,0.37
200502,SD,0.39
200503,SD,0.69
200504,SD,2.07
200505,SD,3.7
200506,SD,5.04
200507,SD,1.66
200508,SD,1.93
200509,SD,2.14
200510,SD,0.9
200511,SD,1.07
200512,SD,0.74
200601,SD,0.3
200602,SD,0.29
200603,SD,1.35
200604,SD,2.36
200605,SD,1.2
200606,SD,1.77
200607,SD,0.75
200608,SD,3.05
200609,SD,3.4
200610,SD,0.38
200611,SD,0.35
200612,SD,0.73
200701,SD,0.19
200702,SD,0.9
200703,SD,2.13
200704,SD,2.21
200705,SD,4.53
200706,SD,3.22
200707,SD,0.93
200708,SD,4
200709,SD,1.49
200710,SD,2.68
200711,SD,0.05
200712,SD,0.61
200801,SD,0.22
200802,SD,0.38
200803,SD,0.9
200804,SD,1.72
200805,SD,4.06
200806,SD,5.04
200807,SD,2.96
200808,SD,1.56
200809,SD,2.11
200810,SD,2.86
200811,SD,1.15
200812,SD,0.71
200901,SD,0.4
200902,SD,1
200903,SD,1.75
200904,SD,1.86
200905,SD,1.27
200906,SD,3.49
200907,SD,3.45
200908,SD,2.87
200909,SD,1.3
200910,SD,3.94
200911,SD,0.11
200912,SD,1.15
201001,SD,0.61
201002,SD,0.6
201003,SD,1.19
201004,SD,2.38
201005,SD,3.69
201006,SD,4.92
201007,SD,3.73
201008,SD,2.02
201009,SD,3.26
201010,SD,1
201011,SD,0.33
201012,SD,0.95
201101,SD,0.93
201102,SD,1.13
201103,SD,1.05
201104,SD,2.29
201105,SD,4.5
201106,SD,4.52
201107,SD,3.15
201108,SD,2.32
201109,SD,0.63
201110,SD,1.11
201111,SD,0.24
201112,SD,0.26
201201,SD,0.41
201202,SD,1.13
201203,SD,0.37
201204,SD,3.06
201205,SD,2.79
201206,SD,2.18
201207,SD,1.54
201208,SD,1.12
201209,SD,0.2
201210,SD,0.83
201211,SD,0.32
201212,SD,0.63
201301,SD,0.45
201302,SD,0.7
201303,SD,0.67
201304,SD,2.33
201305,SD,4.82
201306,SD,3.12
201307,SD,2.47
201308,SD,2.41
201309,SD,1.91
201310,SD,5.01
201311,SD,0.3
201312,SD,0.75
201401,SD,0.24
201402,SD,0.36
201403,SD,0.76
201404,SD,1.97
201405,SD,2.42
201406,SD,5.89
201407,SD,1.04
201408,SD,4.04
201409,SD,1.61
201410,SD,0.57
201411,SD,0.62
201412,SD,0.67
201501,SD,0.27
201502,SD,0.34
201503,SD,0.24
201504,SD,0.87
201505,SD,5.72
201506,SD,4.05
201507,SD,3.02
201508,SD,3.36
201509,SD,1.33
201510,SD,1.44
201511,SD,1.02
201512,SD,1.12
201601,SD,0.27
201602,SD,0.58
201603,SD,1.04
201604,SD,3.76
201605,SD,2.54
201606,SD,1.78
201607,SD,2.74
201608,SD,2.61
201609,SD,1.97
201610,SD,1.23
201611,SD,0.91
201612,SD,1.25
201701,SD,0.68
201702,SD,0.37
201703,SD,0.66
201704,SD,1.94
201705,SD,2.12
201706,SD,2.19
201707,SD,2.12
201708,SD,3.17
201709,SD,2.49
201710,SD,1.24
201711,SD,0.23
201712,SD,0.42
201801,SD,0.3
201802,SD,0.94
201803,SD,1.53
201804,SD,1.7
201805,SD,2.71
201806,SD,4.78
201807,SD,3.4
201808,SD,1.94
201809,SD,2.55
201810,SD,1.7
201811,SD,0.73
201812,SD,0.97
201901,SD,0.49
201902,SD,1.01
201903,SD,1.69
201904,SD,2.64
201905,SD,5.9
201906,SD,2.63
201907,SD,5.45
201908,SD,3.65
201909,SD,3.9
201910,SD,2.12
201911,SD,0.94
201912,SD,0.97
202001,SD,0.41
202002,SD,0.42
202003,SD,0.78
202004,SD,0.94
202005,SD,2.71
202006,SD,3.04
202007,SD,3.34
202008,SD,1.97
202009,SD,0.74
202010,SD,1.11
202011,SD,0.36
202012,SD,0.35
202101,SD,0.31
202102,SD,0.37
202103,SD,1.21
202104,SD,1.48
202105,SD,2.25
202106,SD,1.19
202107,SD,2.47
202108,SD,2.55
202109,SD,2.03
202110,SD,3.42
202111,SD,0.24
202112,SD,0.63
202201,SD,0.21
202202,SD,0.28
202203,SD,0.43
202204,SD,2.64
202205,SD,3.41
202206,SD,2.34
202207,SD,2.79
202208,SD,1.83
202209,SD,0.59
202210,SD,0.56
202211,SD,0.49
202212,SD,1.42
202301,SD,0.8
202302,SD,0.71
202303,SD,1.11
202304,SD,1.22
202305,SD,2.97
202306,SD,4.18
202307,SD,2.56
202308,SD,3.56
202309,SD,2.26
202310,SD,2.59
202311,SD,0.19
202312,SD,1.18
200101,TN,3.71
200102,TN,6.93
200103,TN,3.33
200104,TN,2.93
200105,TN,4.42
200106,TN,4.36
200107,TN,4.84
200108,TN,4.21
200109,TN,3.57
200110,TN,4.54
200111,TN,5.68
200112,TN,5.48
200201,TN,6.65
200202,TN,2.19
200203,TN,9.14
200204,TN,2.43
200205,TN,5.55
200206,TN,2.45
200207,TN,4.14
200208,TN,3.33
200209,TN,7.3
200210,TN,5.23
200211,TN,4.23
200212,TN,6.58
200301,TN,2.1
200302,TN,9.66
200303,TN,2.54
200304,TN,5.14
200305,TN,9.71
200306,TN,5.15
200307,TN,5.79
200308,TN,4.41
200309,TN,5.64
200310,TN,2.03
200311,TN,5.77
200312,TN,3.82
200401,TN,3.33
200402,TN,5.07
200403,TN,4.8
200404,TN,4.92
200405,TN,5.28
200406,TN,5.83
200407,TN,4.85
200408,TN,4.14
200409,TN,4.36
200410,TN,5.29
200411,TN,6.77
200412,TN,6.61
200501,TN,4.29
200502,TN,4.17
200503,TN,3.35
200504,TN,6.05
200505,TN,1.62
200506,TN,4.22
200507,TN,5.35
200508,TN,5.74
200509,TN,2.63
200510,TN,0.62
200511,TN,3.66
200512,TN,2.98
200601,TN,6.37
200602,TN,2.96
200603,TN,3.19
200604,TN,5.49
200605,TN,4.13
200606,TN,3.38
200607,TN,3.65
200608,TN,4.09
200609,TN,4.67
200610,TN,3.65
200611,TN,3.9
200612,TN,3.39
200701,TN,4.12
200702,TN,2.16
200703,TN,2.21
200704,TN,3.74
200705,TN,1.8
200706,TN,2.86
200707,TN,3.69
200708,TN,1.35
200709,TN,3.02
200710,TN,4.73
200711,TN,3.57
200712,TN,4.47
200801,TN,3.45
200802,TN,4.01
200803,TN,6.52
200804,TN,5.76
200805,TN,4.99
200806,TN,2.48
200807,TN,3.94
200808,TN,3.3
200809,TN,1.26
200810,TN,3.26
200811,TN,2.67
200812,TN,8.13
200901,TN,4.61
200902,TN,2.66
200903,TN,4.52
200904,TN,4.33
200905,TN,8.36
200906,TN,3.66
200907,TN,6.96
200908,TN,3.34
200909,TN,7.13
200910,TN,6.81
200911,TN,2.02
200912,TN,5.88
201001,TN,5.3
201002,TN,3.12
201003,TN,3.88
201004,TN,3.09
201005,TN,9.01
201006,TN,3.33
201007,TN,4.34
201008,TN,4.37
201009,TN,2.02
201010,TN,2.75
201011,TN,5.64
201012,TN,2.8
201101,TN,3.18
201102,TN,4.21
201103,TN,6.96
201104,TN,9.83
201105,TN,5.02
201106,TN,5.68
201107,TN,3.17
201108,TN,1.58
201109,TN,6.56
201110,TN,2.55
201111,TN,7.56
201112,TN,6.29
201201,TN,4.88
201202,TN,2.9
201203,TN,4.86
201204,TN,2.01
201205,TN,3.25
201206,TN,2.15
201207,TN,5.75
201208,TN,3.58
201209,TN,5.81
201210,TN,4.09
201211,TN,1.7
201212,TN,5.91
201301,TN,8.64
201302,TN,3.01
201303,TN,4.97
201304,TN,7.88
201305,TN,5.66
201306,TN,5.83
201307,TN,6.96
201308,TN,4.25
201309,TN,3.72
201310,TN,1.85
201311,TN,3.71
201312,TN,6.79
201401,TN,2.7
201402,TN,5.18
201403,TN,3.93
201404,TN,5.81
201405,TN,2.91
201406,TN,6.82
201407,TN,4.13
201408,TN,5
201409,TN,2.22
201410,TN,7.01
201411,TN,3.23
201412,TN,4.59
201501,TN,2.81
201502,TN,4.56
201503,TN,5.41
201504,TN,5.96
201505,TN,3.68
201506,TN,4.76
201507,TN,6.48
201508,TN,4.53
201509,TN,2.73
201510,TN,3.96
201511,TN,6.38
201512,TN,7.9
201601,TN,2.76
201602,TN,5.79
201603,TN,5.16
201604,TN,3.2
201605,TN,3.8
201606,TN,3.99
201607,TN,4.86
201608,TN,5.03
201609,TN,1.8
201610,TN,0.73
201611,TN,3.05
201612,TN,6.87
201701,TN,4.24
201702,TN,2.38
201703,TN,5.77
201704,TN,6.61
201705,TN,5.95
201706,TN,4.37
201707,TN,5.36
201708,TN,4.9
201709,TN,4.31
201710,TN,4.92
201711,TN,2.78
201712,TN,4.63
201801,TN,2.55
201802,TN,10.73
201803,TN,5.67
201804,TN,5.97
201805,TN,4.99
201806,TN,5.74
201807,TN,3.52
201808,TN,4.26
201809,TN,7.29
201810,TN,3.57
201811,TN,5.51
201812,TN,7.34
201901,TN,5.78
201902,TN,12.07
201903,TN,4.26
201904,TN,5.84
201905,TN,3.71
201906,TN,6.47
201907,TN,6.13
201908,TN,3.97
201909,TN,0.5
201910,TN,7.28
201911,TN,4.74
201912,TN,6.17
202001,TN,6.73
202002,TN,9.18
202003,TN,8.15
202004,TN,6.56
202005,TN,4.56
202006,TN,3.88
202007,TN,4.76
202008,TN,5.93
202009,TN,4.37
202010,TN,4.97
202011,TN,1.98
202012,TN,4.66
202101,TN,3.32
202102,TN,5.05
202103,TN,10.15
202104,TN,2.82
202105,TN,4.27
202106,TN,4.52
202107,TN,5.06
202108,TN,7.13
202109,TN,4.86
202110,TN,5.3
202111,TN,1.68
202112,TN,4.62
202201,TN,6.06
202202,TN,8.56
202203,TN,4.52
202204,TN,4.71
202205,TN,4.46
202206,TN,2.58
202207,TN,5.55
202208,TN,4.28
202209,TN,2.74
202210,TN,1.95
202211,TN,3.52
202212,TN,5.88
202301,TN,6.43
202302,TN,4.46
202303,TN,5.71
202304,TN,4.02
202305,TN,3.99
202306,TN,3.88
202307,TN,5.69
202308,TN,6.57
202309,TN,1.44
202310,TN,1.16
202311,TN,1.93
202312,TN,3.51
200101,TX,2.35
200102,TX,2.03
200103,TX,3.25
200104,TX,0.79
200105,TX,3.02
200106,TX,2.55
200107,TX,0.97
200108,TX,3.6
200109,TX,3.23
200110,TX,1.74
200111,TX,3.31
200112,TX,2.27
200201,TX,0.96
200202,TX,1.05
200203,TX,1.98
200204,TX,1.79
200205,TX,1.9
200206,TX,2.39
200207,TX,4.73
200208,TX,1.75
200209,TX,2.99
200210,TX,6.17
200211,TX,1.83
200212,TX,3.11
200301,TX,0.58
200302,TX,2.4
200303,TX,1.13
200304,TX,0.77
200305,TX,1.5
200306,TX,4.48
200307,TX,2.36
200308,TX,2.09
200309,TX,3.91
200310,TX,2.71
200311,TX,1.56
200312,TX,0.71
200401,TX,2.17
200402,TX,2.81
200403,TX,2.35
200404,TX,3.94
200405,TX,2.39
200406,TX,6.66
200407,TX,2.37
200408,TX,3.18
200409,TX,2.55
200410,TX,3.95
200411,TX,6.18
200412,TX,0.81
200501,TX,1.89
200502,TX,2.51
200503,TX,1.8
200504,TX,0.7
200505,TX,2.89
200506,TX,1.24
200507,TX,3.01
200508,TX,3.42
200509,TX,1.41
200510,TX,2.15
200511,TX,0.73
200512,TX,0.45
200601,TX,1.06
200602,TX,1.14
200603,TX,2.07
200604,TX,1.51
200605,TX,2.2
200606,TX,1.96
200607,TX,2.31
200608,TX,2.36
200609,TX,3.27
200610,TX,4.03
200611,TX,0.72
200612,TX,2.5
200701,TX,3.55
200702,TX,0.48
200703,TX,4.47
200704,TX,2.15
200705,TX,5.54
200706,TX,5.33
200707,TX,5.37
200708,TX,2.92
200709,TX,2.68
200710,TX,1.15
200711,TX,1.34
200712,TX,1.22
200801,TX,0.94
200802,TX,1.1
200803,TX,2.34
200804,TX,1.87
200805,TX,2.29
200806,TX,1.93
200807,TX,2.29
200808,TX,4.52
200809,TX,2.85
200810,TX,2.16
200811,TX,0.99
200812,TX,0.52
200901,TX,0.4
200902,TX,0.62
200903,TX,2.21
200904,TX,3.2
200905,TX,2.3
200906,TX,1.87
200907,TX,3.09
200908,TX,1.62
200909,TX,4.2
200910,TX,5.55
200911,TX,1.26
200912,TX,2.22
201001,TX,2.37
201002,TX,2.59
201003,TX,1.87
201004,TX,2.69
201005,TX,2.27
201006,TX,2.78
201007,TX,5.12
201008,TX,1.28
201009,TX,4.31
201010,TX,0.76
201011,TX,1.04
201012,TX,0.73
201101,TX,1.55
201102,TX,0.65
201103,TX,0.27
201104,TX,0.7
201105,TX,1.56
201106,TX,0.98
201107,TX,0.74
201108,TX,0.74
201109,TX,1.14
201110,TX,2.23
201111,TX,1.28
201112,TX,2.86
201201,TX,2.27
201202,TX,2.29
201203,TX,3.07
201204,TX,1.27
201205,TX,2.88
201206,TX,1.86
201207,TX,2.7
201208,TX,1.84
201209,TX,3.95
201210,TX,0.69
201211,TX,0.31
201212,TX,0.97
201301,TX,2.46
201302,TX,1.21
201303,TX,0.66
201304,TX,1.77
201305,TX,2.42
201306,TX,2.33
201307,TX,3.1
201308,TX,1.41
201309,TX,4.05
201310,TX,3.31
201311,TX,1.94
201312,TX,1.36
201401,TX,0.37
201402,TX,0.73
201403,TX,1.11
201404,TX,0.98
201405,TX,4.1
201406,TX,3.01
201407,TX,2.58
201408,TX,1.73
201409,TX,3.59
201410,TX,1.76
201411,TX,2.83
201412,TX,1.22
201501,TX,2.67
201502,TX,1.09
201503,TX,3.47
201504,TX,3.96
201505,TX,9.05
201506,TX,3.72
201507,TX,1.85
201508,TX,1.43
201509,TX,1.43
201510,TX,6.17
201511,TX,3.87
201512,TX,2.52
201601,TX,0.95
201602,TX,1.06
201603,TX,2.85
201604,TX,4.3
201605,TX,4.86
201606,TX,3.37
201607,TX,1.31
201608,TX,5.33
201609,TX,2.96
201610,TX,0.67
201611,TX,2.34
201612,TX,2.1
201701,TX,2.28
201702,TX,1.71
201703,TX,1.88
201704,TX,2.75
201705,TX,2.54
201706,TX,3.11
201707,TX,2.46
201708,TX,7
201709,TX,2.61
201710,TX,1.25
201711,TX,0.73
201712,TX,1.96
201801,TX,0.64
201802,TX,2.43
201803,TX,1.96
201804,TX,1.05
201805,TX,2.08
201806,TX,2.49
201807,TX,2.15
201808,TX,2.17
201809,TX,6.71
201810,TX,6.92
201811,TX,1.78
201812,TX,3.34
201901,TX,1.5
201902,TX,0.92
201903,TX,1.21
201904,TX,3.58
201905,TX,5.23
201906,TX,4.27
201907,TX,1.29
201908,TX,1.42
201909,TX,2.43
201910,TX,2.71
201911,TX,1.42
201912,TX,0.88
202001,TX,1.96
202002,TX,1.9
202003,TX,3.17
202004,TX,1.86
202005,TX,3.54
202006,TX,2.15
202007,TX,2.28
202008,TX,1.32
202009,TX,4.21
202010,TX,1.01
202011,TX,0.95
202012,TX,1.82
202101,TX,1.7
202102,TX,0.99
202103,TX,1.31
202104,TX,2.14
202105,TX,6.19
202106,TX,4.05
202107,TX,4
202108,TX,2.79
202109,TX,1.41
202110,TX,2.42
202111,TX,1.16
202112,TX,0.63
202201,TX,0.69
202202,TX,1.07
202203,TX,1.23
202204,TX,1.29
202205,TX,2.32
202206,TX,1.41
202207,TX,1.03
202208,TX,4.33
202209,TX,1.41
202210,TX,2.36
202211,TX,2.74
202212,TX,1.36
202301,TX,1.38
202302,TX,1.25
202303,TX,1.33
202304,TX,2.68
202305,TX,4.28
202306,TX,1.99
202307,TX,1.29
202308,TX,0.93
202309,TX,2.12
202310,TX,3.75
202311,TX,1.25
202312,TX,1.75
200101,UT,1.02
200102,UT,1.24
200103,UT,1.24
200104,UT,1.49
200105,UT,0.65
200106,UT,0.37
200107,UT,0.95
200108,UT,1.27
200109,UT,0.31
200110,UT,0.51
200111,UT,1.52
200112,UT,1.12
200201,UT,0.43
200202,UT,0.28
200203,UT,0.8
200204,UT,0.87
200205,UT,0.38
200206,UT,0.15
200207,UT,0.61
200208,UT,0.29
200209,UT,2.27
200210,UT,1.32
200211,UT,0.93
200212,UT,0.71
200301,UT,0.4
200302,UT,1.47
200303,UT,1.33
200304,UT,0.93
200305,UT,1.08
200306,UT,0.56
200307,UT,0.39
200308,UT,1.19
200309,UT,0.64
200310,UT,0.43
200311,UT,1.35
200312,UT,1.76
200401,UT,0.6
200402,UT,1.89
200403,UT,0.33
200404,UT,1.82
200405,UT,0.63
200406,UT,0.66
200407,UT,0.82
200408,UT,0.89
200409,UT,1.22
200410,UT,3.43
200411,UT,1.69
200412,UT,1.29
200501,UT,2.76
200502,UT,1.61
200503,UT,1.63
200504,UT,1.75
200505,UT,1.74
200506,UT,1.43
200507,UT,0.41
200508,UT,1.32
200509,UT,0.92
200510,UT,1.38
200511,UT,0.65
200512,UT,1.08
200601,UT,1.35
200602,UT,0.56
200603,UT,2.4
200604,UT,1.16
200605,UT,0.42
200606,UT,0.42
200607,UT,1.21
200608,UT,0.9
200609,UT,1.4
200610,UT,3.08
200611,UT,0.7
200612,UT,0.81
200701,UT,0.53
200702,UT,1.05
200703,UT,0.82
200704,UT,0.91
200705,UT,0.68
200706,UT,0.39
200707,UT,0.91
200708,UT,1.21
200709,UT,1.4
200710,UT,0.85
200711,UT,0.33
200712,UT,2.2
200801,UT,1.67
200802,UT,1.53
200803,UT,0.67
200804,UT,0.42
200805,UT,1.07
200806,UT,0.65
200807,UT,0.53
200808,UT,0.92
200809,UT,0.62
200810,UT,0.82
200811,UT,1.07
200812,UT,1.69
200901,UT,1.12
200902,UT,0.98
200903,UT,0.79
200904,UT,1.56
200905,UT,1.23
200906,UT,1.74
200907,UT,0.49
200908,UT,0.39
200909,UT,0.75
200910,UT,0.79
200911,UT,0.4
200912,UT,1.56
201001,UT,1.58
201002,UT,1.11
201003,UT,1.3
201004,UT,1.39
201005,UT,1.24
201006,UT,0.79
201007,UT,0.83
201008,UT,1.38
201009,UT,0.26
201010,UT,2.57
201011,UT,1.4
201012,UT,3.38
201101,UT,0.39
201102,UT,1.21
201103,UT,1.27
201104,UT,2.02
201105,UT,2.81
201106,UT,0.54
201107,UT,1.72
201108,UT,0.96
201109,UT,0.96
201110,UT,1.42
201111,UT,0.9
201112,UT,0.51
201201,UT,0.97
201202,UT,1.04
201203,UT,0.73
201204,UT,0.73
201205,UT,0.28
201206,UT,0.03
201207,UT,1.41
201208,UT,1.07
201209,UT,1.04
201210,UT,0.96
201211,UT,0.67
201212,UT,1.76
201301,UT,1.01
201302,UT,0.52
201303,UT,0.73
201304,UT,1.28
201305,UT,0.97
201306,UT,0.02
201307,UT,1.5
201308,UT,1.4
201309,UT,2.74
201310,UT,1.01
201311,UT,1.02
201312,UT,1.01
201401,UT,0.61
201402,UT,1.06
201403,UT,0.99
