Date,state,average temperature (F)
200507,RI,72
200508,RI,73.8
200509,RI,66.3
200510,RI,54
200511,RI,45.1
200512,RI,31.3
200601,RI,36
200602,RI,30.6
200603,RI,37.3
200604,RI,48.7
200605,RI,57
200606,RI,67.1
200607,RI,74.2
200608,RI,70
200609,RI,61.8
200610,RI,52
200611,RI,47.7
200612,RI,39.7
200701,RI,32.8
200702,RI,25.4
200703,RI,36.7
200704,RI,44.8
200705,RI,59
200706,RI,66.5
200707,RI,71.6
200708,RI,71
200709,RI,65.1
200710,RI,58
200711,RI,41.1
200712,RI,31.4
200801,RI,31.7
200802,RI,31.8
200803,RI,37.9
200804,RI,49.3
200805,RI,55.4
200806,RI,69
200807,RI,73.9
200808,RI,68.4
200809,RI,63.9
200810,RI,51.2
200811,RI,42
200812,RI,34.8
200901,RI,23.4
200902,RI,32
200903,RI,37.2
200904,RI,49.4
200905,RI,57.7
200906,RI,63.4
200907,RI,69.1
200908,RI,72.7
200909,RI,61.7
200910,RI,50.8
200911,RI,47.8
200912,RI,32.1
201001,RI,28.4
201002,RI,31.4
201003,RI,43.6
201004,RI,52
201005,RI,60.9
201006,RI,68.9
201007,RI,75
201008,RI,70.8
201009,RI,65.5
201010,RI,53.5
201011,RI,43.3
201012,RI,30.3
201101,RI,25.2
201102,RI,28.8
201103,RI,38
201104,RI,49.1
201105,RI,58.9
201106,RI,66.2
201107,RI,73.8
201108,RI,71.3
201109,RI,66.5
201110,RI,54.9
201111,RI,47.8
201112,RI,39
201201,RI,33.5
201202,RI,35.7
201203,RI,45.5
201204,RI,50.1
201205,RI,60.6
201206,RI,65.7
201207,RI,73.6
201208,RI,72.5
201209,RI,63.3
201210,RI,55.4
201211,RI,41
201212,RI,37.6
201301,RI,30.4
201302,RI,30.2
201303,RI,37.1
201304,RI,47.7
201305,RI,58.5
201306,RI,68
201307,RI,76.4
201308,RI,69.1
201309,RI,62.1
201310,RI,54
201311,RI,41.3
201312,RI,33
201401,RI,26.1
201402,RI,27.2
201403,RI,32.8
201404,RI,47
201405,RI,58
201406,RI,66.4
201407,RI,72.3
201408,RI,68.6
201409,RI,64.4
201410,RI,55.3
201411,RI,41.4
201412,RI,37.4
201501,RI,25.5
201502,RI,17.7
201503,RI,31.8
201504,RI,47.2
201505,RI,61.2
201506,RI,64.5
201507,RI,72.3
201508,RI,72.6
201509,RI,67.6
201510,RI,52.4
201511,RI,47.1
201512,RI,45.3
201601,RI,31.3
201602,RI,33.1
201603,RI,42.9
201604,RI,46.2
201605,RI,57.9
201606,RI,66.9
201607,RI,73.8
201608,RI,73.9
201609,RI,66.4
201610,RI,54.7
201611,RI,45.2
201612,RI,34.2
201701,RI,34.2
201702,RI,35.2
201703,RI,34.1
201704,RI,51.5
201705,RI,56.5
201706,RI,66.8
201707,RI,71.1
201708,RI,69.8
201709,RI,66.4
201710,RI,59.6
201711,RI,43.1
201712,RI,30.1
201801,RI,27.6
201802,RI,37.7
201803,RI,37.3
201804,RI,44.4
201805,RI,61.4
201806,RI,65.9
201807,RI,73.8
201808,RI,75.1
201809,RI,66.5
201810,RI,52.7
201811,RI,41
201812,RI,35.3
201901,RI,29
201902,RI,31.6
201903,RI,35.9
201904,RI,49.2
201905,RI,56.4
201906,RI,66.5
201907,RI,74.8
201908,RI,71.3
201909,RI,63.9
201910,RI,54.7
201911,RI,40.1
201912,RI,34.1
202001,RI,35.3
202002,RI,35.4
202003,RI,42.6
202004,RI,44.1
202005,RI,56.6
202006,RI,68.1
202007,RI,75.4
202008,RI,73.8
202009,RI,64.5
202010,RI,54.6
202011,RI,47.5
202012,RI,35.7
202101,RI,31.3
202102,RI,30.9
202103,RI,40.2
202104,RI,48.8
202105,RI,58
202106,RI,69.6
202107,RI,71.2
202108,RI,73.6
202109,RI,66.4
202110,RI,58.4
202111,RI,42.9
202112,RI,38.6
202201,RI,27
202202,RI,32.4
202203,RI,40.6
202204,RI,48.4
202205,RI,60.4
202206,RI,66.3
202207,RI,74.4
202208,RI,75
202209,RI,63.6
202210,RI,54.4
202211,RI,46.8
202212,RI,35.5
202301,RI,37.8
202302,RI,34.3
202303,RI,39.7
202304,RI,50.7
202305,RI,56.2
202306,RI,64.5
202307,RI,74.3
202308,RI,69.6
202309,RI,65.8
202310,RI,56.8
202311,RI,41
202312,RI,39.7
200101,SC,43.3
200102,SC,51.3
200103,SC,52.3
200104,SC,63.5
200105,SC,70.7
200106,SC,77
200107,SC,78.4
200108,SC,79.9
200109,SC,71.2
200110,SC,60.9
200111,SC,59
200112,SC,52
200201,SC,47
200202,SC,47.9
200203,SC,56
200204,SC,67.4
200205,SC,68.6
200206,SC,77.8
200207,SC,81.9
200208,SC,79.6
200209,SC,75.8
200210,SC,66.4
200211,SC,51.8
200212,SC,44.2
200301,SC,41.5
200302,SC,46.6
200303,SC,57
200304,SC,61.1
200305,SC,70.2
200306,SC,76
200307,SC,79
200308,SC,79.7
200309,SC,72.4
200310,SC,63.2
200311,SC,58.6
200312,SC,43
200401,SC,43
200402,SC,44.2
200403,SC,57.2
200404,SC,62.5
200405,SC,74.1
200406,SC,78.5
200407,SC,80.3
200408,SC,77
200409,SC,73.2
200410,SC,66.1
200411,SC,56.5
200412,SC,45.6
200501,SC,47.6
200502,SC,48.3
200503,SC,52.4
200504,SC,60.5
200505,SC,67.5
200506,SC,76.2
200507,SC,81.6
200508,SC,80.5
200509,SC,77.1
200510,SC,65.2
200511,SC,55.7
200512,SC,44.2
200601,SC,50.6
200602,SC,46.5
200603,SC,54.4
200604,SC,66
200605,SC,68.8
200606,SC,76.5
200607,SC,80.5
200608,SC,81.1
200609,SC,72.4
200610,SC,61.4
200611,SC,54.2
200612,SC,51
200701,SC,48.4
200702,SC,45.2
200703,SC,58.5
200704,SC,60.9
200705,SC,69.1
200706,SC,77.2
200707,SC,78.5
200708,SC,84
200709,SC,75.7
200710,SC,68.4
200711,SC,53.6
200712,SC,52.1
200801,SC,43.9
200802,SC,50.7
200803,SC,54.7
200804,SC,61.7
200805,SC,69
200806,SC,80.1
200807,SC,79.8
200808,SC,79.1
200809,SC,73.8
200810,SC,61.3
200811,SC,50.3
200812,SC,51
200901,SC,44.2
200902,SC,46.8
200903,SC,54.1
200904,SC,61.7
200905,SC,70.9
200906,SC,79.1
200907,SC,78.9
200908,SC,80
200909,SC,73.8
200910,SC,62.2
200911,SC,55.5
200912,SC,44.9
201001,SC,40.7
201002,SC,41.2
201003,SC,52.2
201004,SC,64.5
201005,SC,73.2
201006,SC,81.8
201007,SC,82.3
201008,SC,81.6
201009,SC,76.6
201010,SC,64.4
201011,SC,54
201012,SC,38.3
201101,SC,40.6
201102,SC,50.4
201103,SC,55.8
201104,SC,65
201105,SC,71.3
201106,SC,80.8
201107,SC,82.8
201108,SC,81.4
201109,SC,74.1
201110,SC,61
201111,SC,55.3
201112,SC,50.7
201201,SC,48.3
201202,SC,50.6
201203,SC,63.2
201204,SC,64.2
201205,SC,72.7
201206,SC,74.8
201207,SC,82.8
201208,SC,78
201209,SC,73.6
201210,SC,63.7
201211,SC,50.7
201212,SC,51.5
201301,SC,50.2
201302,SC,46.6
201303,SC,48.4
201304,SC,62.1
201305,SC,67.9
201306,SC,77.4
201307,SC,78.8
201308,SC,77.4
201309,SC,73.5
201310,SC,64.2
201311,SC,51.5
201312,SC,49.9
201401,SC,39.7
201402,SC,48.2
201403,SC,50
201404,SC,63.3
201405,SC,71.7
201406,SC,78.4
201407,SC,79.2
201408,SC,78.3
201409,SC,74.3
201410,SC,65
201411,SC,49.3
201412,SC,49.2
201501,SC,43.8
201502,SC,41
201503,SC,56.4
201504,SC,64.8
201505,SC,71.6
201506,SC,80.5
201507,SC,82.2
201508,SC,79.5
201509,SC,74.3
201510,SC,63.3
201511,SC,58
201512,SC,58.5
201601,SC,43
201602,SC,48
201603,SC,60.6
201604,SC,63.1
201605,SC,70.1
201606,SC,79.8
201607,SC,83.7
201608,SC,81.9
201609,SC,77.1
201610,SC,66.4
201611,SC,55.6
201612,SC,49
201701,SC,51.4
201702,SC,55.5
201703,SC,55.5
201704,SC,67
201705,SC,71.5
201706,SC,76.9
201707,SC,81
201708,SC,79.4
201709,SC,74.3
201710,SC,66.2
201711,SC,54.3
201712,SC,47.8
201801,SC,40.6
201802,SC,57.4
201803,SC,52
201804,SC,60
201805,SC,73.8
201806,SC,80.2
201807,SC,80.2
201808,SC,80
201809,SC,79.4
201810,SC,66.9
201811,SC,51.9
201812,SC,48.6
201901,SC,46.7
201902,SC,53
201903,SC,54.1
201904,SC,64
201905,SC,75.4
201906,SC,77.2
201907,SC,81.4
201908,SC,80.3
201909,SC,78.3
201910,SC,68.5
201911,SC,51
201912,SC,50.3
202001,SC,50.3
202002,SC,50.9
202003,SC,60.4
202004,SC,62.1
202005,SC,68
202006,SC,76.1
202007,SC,81.9
202008,SC,80.1
202009,SC,73.3
202010,SC,67.4
202011,SC,59.3
202012,SC,45.6
202101,SC,46
202102,SC,47.2
202103,SC,57.6
202104,SC,62
202105,SC,69.1
202106,SC,76.8
202107,SC,79.4
202108,SC,80.1
202109,SC,73.5
202110,SC,66.8
202111,SC,51.6
202112,SC,54.6
202201,SC,43.6
202202,SC,51.8
202203,SC,57.7
202204,SC,62.3
202205,SC,72.8
202206,SC,78.9
202207,SC,81.3
202208,SC,79
202209,SC,73.8
202210,SC,60.9
202211,SC,57
202212,SC,46.1
202301,SC,50.4
202302,SC,56.2
202303,SC,57.1
202304,SC,63.4
202305,SC,67.4
202306,SC,74.2
202307,SC,81.4
202308,SC,80.8
202309,SC,73.4
202310,SC,63.7
202311,SC,54.2
202312,SC,49.3
200101,SD,22.7
200102,SD,12.4
200103,SD,29.8
200104,SD,46.1
200105,SD,57.8
200106,SD,66
200107,SD,74.6
200108,SD,73.4
200109,SD,62.1
200110,SD,47.5
200111,SD,40.8
200112,SD,24.7
200201,SD,24.1
200202,SD,29.6
200203,SD,22.2
200204,SD,44.5
200205,SD,52.4
200206,SD,70.4
200207,SD,77.3
200208,SD,70.4
200209,SD,62.7
200210,SD,39.5
200211,SD,34.5
200212,SD,27.3
200301,SD,19.8
200302,SD,18.8
200303,SD,32.1
200304,SD,47.9
200305,SD,55
200306,SD,63.9
200307,SD,74.4
200308,SD,74.8
200309,SD,60
200310,SD,51.8
200311,SD,27.6
200312,SD,26.6
200401,SD,16.1
200402,SD,22.9
200403,SD,38.4
200404,SD,47.9
200405,SD,55.6
200406,SD,62.1
200407,SD,70.8
200408,SD,66.1
200409,SD,63
200410,SD,48.8
200411,SD,36.6
200412,SD,27.2
200501,SD,16.8
200502,SD,29.3
200503,SD,34.9
200504,SD,48.2
200505,SD,54
200506,SD,67.9
200507,SD,74.4
200508,SD,71
200509,SD,65.5
200510,SD,49.2
200511,SD,36.8
200512,SD,20.1
200601,SD,32.2
200602,SD,23.3
200603,SD,32.4
200604,SD,50.2
200605,SD,58.2
200606,SD,69.1
200607,SD,78.2
200608,SD,72.2
200609,SD,56.8
200610,SD,44.4
200611,SD,33.7
200612,SD,27
200701,SD,20.1
200702,SD,15.2
200703,SD,40.2
200704,SD,42.9
200705,SD,60
200706,SD,68.2
200707,SD,76.5
200708,SD,71.4
200709,SD,62.6
200710,SD,50.2
200711,SD,34.9
200712,SD,19.4
200801,SD,16.2
200802,SD,19.1
200803,SD,32.2
200804,SD,42.1
200805,SD,53
200806,SD,63.8
200807,SD,72.7
200808,SD,71.2
200809,SD,60.3
200810,SD,47.2
200811,SD,34.2
200812,SD,14.1
200901,SD,16.7
200902,SD,23.4
200903,SD,30
200904,SD,42.3
200905,SD,55.8
200906,SD,63.2
200907,SD,67.9
200908,SD,67.4
200909,SD,63
200910,SD,39.5
200911,SD,40
200912,SD,13.5
201001,SD,14.8
201002,SD,14.6
201003,SD,36.3
201004,SD,49.3
201005,SD,54.2
201006,SD,65.9
201007,SD,72.4
201008,SD,73.6
201009,SD,59.1
201010,SD,51.6
201011,SD,32.1
201012,SD,17.7
201101,SD,13
201102,SD,16.3
201103,SD,27.3
201104,SD,43.1
201105,SD,53
201106,SD,64.7
201107,SD,75.9
201108,SD,71.6
201109,SD,59.9
201110,SD,51.3
201111,SD,34.4
201112,SD,26.8
201201,SD,25.4
201202,SD,25.7
201203,SD,47
201204,SD,50.2
201205,SD,58.3
201206,SD,70.4
201207,SD,78.7
201208,SD,71
201209,SD,62.6
201210,SD,45.6
201211,SD,34.9
201212,SD,21.4
201301,SD,19.4
201302,SD,23.8
201303,SD,28.1
201304,SD,36.9
201305,SD,55.9
201306,SD,65.3
201307,SD,71.8
201308,SD,71.6
201309,SD,65.8
201310,SD,44.3
201311,SD,32.1
201312,SD,13.5
201401,SD,18.3
201402,SD,13.9
201403,SD,29.4
201404,SD,43.4
201405,SD,55.6
201406,SD,64.2
201407,SD,69.5
201408,SD,69.3
201409,SD,60.5
201410,SD,50.3
201411,SD,25.6
201412,SD,24.2
201501,SD,22.7
201502,SD,19.5
201503,SD,39
201504,SD,47.7
201505,SD,53.8
201506,SD,67.6
201507,SD,72.1
201508,SD,69.8
201509,SD,65.9
201510,SD,51.6
201511,SD,36.4
201512,SD,24.3
201601,SD,19.8
201602,SD,31.2
201603,SD,40.1
201604,SD,46.3
201605,SD,56.7
201606,SD,70.7
201607,SD,73
201608,SD,71
201609,SD,62.4
201610,SD,51.6
201611,SD,42
201612,SD,15.4
201701,SD,16.5
201702,SD,29.4
201703,SD,35.5
201704,SD,46.1
201705,SD,56
201706,SD,68.1
201707,SD,76
201708,SD,67.4
201709,SD,61.8
201710,SD,48
201711,SD,34.7
201712,SD,21.7
201801,SD,18.1
201802,SD,11.6
201803,SD,30.4
201804,SD,36.7
201805,SD,62.1
201806,SD,69.3
201807,SD,72.2
201808,SD,69.9
201809,SD,61.5
201810,SD,43.2
201811,SD,29.3
201812,SD,25.3
201901,SD,18
201902,SD,6.1
201903,SD,25.1
201904,SD,44.2
201905,SD,50.4
201906,SD,66.3
201907,SD,72.1
201908,SD,68.2
201909,SD,63.1
201910,SD,40.2
201911,SD,31.1
201912,SD,23.3
202001,SD,20.1
202002,SD,23.5
202003,SD,36.4
202004,SD,42
202005,SD,54.2
202006,SD,70.3
202007,SD,73.5
202008,SD,72.6
202009,SD,60.4
202010,SD,41.2
202011,SD,38.6
202012,SD,28.3
202101,SD,26.5
202102,SD,12.8
202103,SD,39.4
202104,SD,43.6
202105,SD,55
202106,SD,72.3
202107,SD,75.3
202108,SD,72.5
202109,SD,65
202110,SD,51.2
202111,SD,38.2
202112,SD,24.5
202201,SD,19.1
202202,SD,20
202203,SD,33.4
202204,SD,39.7
202205,SD,55.4
202206,SD,67.6
202207,SD,74.6
202208,SD,73.2
202209,SD,65.4
202210,SD,49.4
202211,SD,29.2
202212,SD,15.1
202301,SD,19.9
202302,SD,22
202303,SD,23.9
202304,SD,41.3
202305,SD,61.2
202306,SD,69.7
202307,SD,70.8
202308,SD,71.6
202309,SD,64.8
202310,SD,47.3
202311,SD,37
202312,SD,31.2
200101,TN,34.3
200102,TN,44.7
200103,TN,44.6
200104,TN,61.3
200105,TN,66.9
200106,TN,71.9
200107,TN,77.1
200108,TN,76.7
200109,TN,67.6
200110,TN,56.5
200111,TN,53
200112,TN,44.4
200201,TN,40.3
200202,TN,40.5
200203,TN,48.3
200204,TN,60.9
200205,TN,64.2
200206,TN,74.9
200207,TN,78.8
200208,TN,77.8
200209,TN,73.3
200210,TN,60.9
200211,TN,45.3
200212,TN,39.5
200301,TN,32.2
200302,TN,38.5
200303,TN,51.3
200304,TN,59.4
200305,TN,66.5
200306,TN,70.6
200307,TN,76.2
200308,TN,77.1
200309,TN,68.1
200310,TN,58.5
200311,TN,52.8
200312,TN,38.9
200401,TN,36.9
200402,TN,39.4
200403,TN,52.7
200404,TN,57.2
200405,TN,70.1
200406,TN,73.7
200407,TN,75.6
200408,TN,72.2
200409,TN,69.6
200410,TN,62.8
200411,TN,53
200412,TN,38.7
200501,TN,42.8
200502,TN,44.4
200503,TN,47
200504,TN,57.9
200505,TN,63.3
200506,TN,74
200507,TN,78
200508,TN,78.9
200509,TN,72.6
200510,TN,59.3
200511,TN,50.4
200512,TN,36.4
200601,TN,45
200602,TN,38.5
200603,TN,49.6
200604,TN,63.2
200605,TN,65
200606,TN,73.2
200607,TN,78
200608,TN,79.2
200609,TN,67.2
200610,TN,56.1
200611,TN,48.4
200612,TN,43.3
200701,TN,40.2
200702,TN,35.9
200703,TN,56.4
200704,TN,55.2
200705,TN,68.7
200706,TN,75.2
200707,TN,76.2
200708,TN,82.6
200709,TN,73
200710,TN,63.2
200711,TN,48.2
200712,TN,44.5
200801,TN,36.4
200802,TN,42.2
200803,TN,48.8
200804,TN,57.2
200805,TN,64.8
200806,TN,75.4
200807,TN,76.8
200808,TN,75.2
200809,TN,71.2
200810,TN,57.9
200811,TN,45.2
200812,TN,40.4
200901,TN,35.3
200902,TN,42.3
200903,TN,50.3
200904,TN,57.2
200905,TN,66.4
200906,TN,75.6
200907,TN,73.7
200908,TN,74.9
200909,TN,70.6
200910,TN,56.3
200911,TN,50.5
200912,TN,37.9
201001,TN,32.8
201002,TN,33.7
201003,TN,47.2
201004,TN,60.9
201005,TN,69.1
201006,TN,78.4
201007,TN,79.8
201008,TN,79.9
201009,TN,71.6
201010,TN,59.2
201011,TN,49.8
201012,TN,32.7
201101,TN,33.9
201102,TN,43.1
201103,TN,50.6
201104,TN,61
201105,TN,65.7
201106,TN,76.5
201107,TN,80
201108,TN,77.8
201109,TN,68.1
201110,TN,56.8
201111,TN,51
201112,TN,42.8
201201,TN,42.4
201202,TN,44.5
201203,TN,59.8
201204,TN,60
201205,TN,70.4
201206,TN,73.6
201207,TN,80.5
201208,TN,75.6
201209,TN,69.1
201210,TN,56.7
201211,TN,45.8
201212,TN,45.6
201301,TN,41
201302,TN,40.8
201303,TN,42.7
201304,TN,56.8
201305,TN,65
201306,TN,74.2
201307,TN,74.8
201308,TN,74.7
201309,TN,70.7
201310,TN,59.5
201311,TN,44.8
201312,TN,40.4
201401,TN,30
201402,TN,38.3
201403,TN,45
201404,TN,58.6
201405,TN,67.3
201406,TN,74.8
201407,TN,73.4
201408,TN,75.9
201409,TN,70.7
201410,TN,60.2
201411,TN,42.4
201412,TN,42.8
201501,TN,36.1
201502,TN,31.4
201503,TN,49
201504,TN,60.1
201505,TN,68
201506,TN,75.9
201507,TN,78.3
201508,TN,74.2
201509,TN,70.9
201510,TN,59.7
201511,TN,53.5
201512,TN,51.3
201601,TN,34.8
201602,TN,42.5
201603,TN,53.9
201604,TN,59.5
201605,TN,65.3
201606,TN,76.5
201607,TN,79.8
201608,TN,79
201609,TN,74.1
201610,TN,64.6
201611,TN,52.7
201612,TN,40.9
201701,TN,44.9
201702,TN,48.9
201703,TN,51.1
201704,TN,63.1
201705,TN,66.6
201706,TN,73
201707,TN,78.1
201708,TN,74.6
201709,TN,69.1
201710,TN,60.8
201711,TN,49.9
201712,TN,39.5
201801,TN,32.9
201802,TN,48.5
201803,TN,48.2
201804,TN,52.9
201805,TN,72.3
201806,TN,76.5
201807,TN,78.1
201808,TN,76.5
201809,TN,74.9
201810,TN,61
201811,TN,44.4
201812,TN,42.7
201901,TN,39.4
201902,TN,46.7
201903,TN,46.9
201904,TN,59.3
201905,TN,70.1
201906,TN,73.4
201907,TN,77.8
201908,TN,76.9
201909,TN,76.4
201910,TN,61.7
201911,TN,44.2
201912,TN,45.2
202001,TN,43
202002,TN,43.4
202003,TN,54.7
202004,TN,55.4
202005,TN,64
202006,TN,73.5
202007,TN,79.2
202008,TN,76.4
202009,TN,69.9
202010,TN,60.4
202011,TN,51.9
202012,TN,39.5
202101,TN,39.7
202102,TN,37.4
202103,TN,53.6
202104,TN,56.2
202105,TN,64.1
202106,TN,74
202107,TN,77
202108,TN,77.2
202109,TN,69.7
202110,TN,63.4
202111,TN,45.6
202112,TN,50.4
202201,TN,35.5
202202,TN,41.8
202203,TN,51.6
202204,TN,56.7
202205,TN,69
202206,TN,75.8
202207,TN,80.2
202208,TN,76.4
202209,TN,69.4
202210,TN,56.3
202211,TN,49
202212,TN,40.8
202301,TN,44.9
202302,TN,48.6
202303,TN,50.5
202304,TN,57.8
202305,TN,66.1
202306,TN,72
202307,TN,77.3
202308,TN,76.2
202309,TN,70.9
202310,TN,60.9
202311,TN,50
202312,TN,44.2
200101,TX,43.9
200102,TX,51.9
200103,TX,53.3
200104,TX,67.8
200105,TX,74.1
200106,TX,80.9
200107,TX,85.1
200108,TX,82.8
200109,TX,74.9
200110,TX,65.4
200111,TX,58.9
200112,TX,49.4
200201,TX,48.7
200202,TX,47.1
200203,TX,55.4
200204,TX,69.1
200205,TX,74
200206,TX,80.6
200207,TX,80.9
200208,TX,82.8
200209,TX,76
200210,TX,64.9
200211,TX,53
200212,TX,47.8
200301,TX,46.2
200302,TX,48.3
200303,TX,57.2
200304,TX,66.6
200305,TX,75.8
200306,TX,78.5
200307,TX,82.1
200308,TX,82.9
200309,TX,73.9
200310,TX,67.4
200311,TX,58
200312,TX,49.1
200401,TX,48.9
200402,TX,47.4
200403,TX,61.8
200404,TX,64.3
200405,TX,73.7
200406,TX,78.7
200407,TX,80.7
200408,TX,79.2
200409,TX,75.2
200410,TX,69.7
200411,TX,55.7
200412,TX,47.6
200501,TX,50.7
200502,TX,51.9
200503,TX,56.5
200504,TX,64.3
200505,TX,71.8
200506,TX,80.5
200507,TX,82.4
200508,TX,81.3
200509,TX,79.9
200510,TX,66.4
200511,TX,58.7
200512,TX,47.2
200601,TX,52.9
200602,TX,50.2
200603,TX,61.1
200604,TX,70.7
200605,TX,75.7
200606,TX,80.8
200607,TX,83.4
200608,TX,83.6
200609,TX,74.1
200610,TX,66.8
200611,TX,57.9
200612,TX,48.2
200701,TX,42.5
200702,TX,49.4
200703,TX,61.9
200704,TX,61.7
200705,TX,71.4
200706,TX,77.9
200707,TX,79
200708,TX,81.8
200709,TX,77.1
200710,TX,68.6
200711,TX,57.6
200712,TX,49.2
200801,TX,46.1
200802,TX,53.2
200803,TX,58.4
200804,TX,65.3
200805,TX,74.3
200806,TX,82.9
200807,TX,81.7
200808,TX,80.8
200809,TX,73.3
200810,TX,65.4
200811,TX,56.8
200812,TX,48.2
200901,TX,47.9
200902,TX,55.5
200903,TX,59.5
200904,TX,64.8
200905,TX,73.6
200906,TX,81.7
200907,TX,84.1
200908,TX,83.3
200909,TX,74.1
200910,TX,64.2
200911,TX,57.3
200912,TX,43.1
201001,TX,44.4
201002,TX,44
201003,TX,54.8
201004,TX,65
201005,TX,73.8
201006,TX,82.7
201007,TX,81.4
201008,TX,84.4
201009,TX,77.7
201010,TX,67.2
201011,TX,56.6
201012,TX,49.2
201101,TX,45
201102,TX,48.7
201103,TX,61.8
201104,TX,70.3
201105,TX,74.1
201106,TX,85.2
201107,TX,87
201108,TX,88.2
201109,TX,77.9
201110,TX,66.9
201111,TX,56.9
201112,TX,46.1
201201,TX,50.4
201202,TX,51.8
201203,TX,63.2
201204,TX,70.2
201205,TX,75.5
201206,TX,82.4
201207,TX,83.4
201208,TX,83.7
201209,TX,76.6
201210,TX,65.9
201211,TX,59
201212,TX,51.1
201301,TX,47.9
201302,TX,51.7
201303,TX,57.2
201304,TX,63
201305,TX,72.5
201306,TX,81.8
201307,TX,81.3
201308,TX,83.3
201309,TX,78.2
201310,TX,66.7
201311,TX,52.9
201312,TX,44.8
201401,TX,44.5
201402,TX,48.4
201403,TX,54.8
201404,TX,65.4
201405,TX,72
201406,TX,80.6
201407,TX,81.7
201408,TX,82.6
201409,TX,76.4
201410,TX,69.6
201411,TX,51.5
201412,TX,50.7
201501,TX,44
201502,TX,48.2
201503,TX,56.2
201504,TX,66.6
201505,TX,71.6
201506,TX,79.3
201507,TX,83.2
201508,TX,83.3
201509,TX,79.2
201510,TX,69.2
201511,TX,57.3
201512,TX,51.5
201601,TX,46.4
201602,TX,54.4
201603,TX,61.2
201604,TX,66.1
201605,TX,71.6
201606,TX,80.1
201607,TX,85.4
201608,TX,81.5
201609,TX,77.6
201610,TX,70.9
201611,TX,61
201612,TX,49.6
201701,TX,50.8
201702,TX,58.4
201703,TX,63.6
201704,TX,67.1
201705,TX,72
201706,TX,80.6
201707,TX,83.6
201708,TX,80.6
201709,TX,76.5
201710,TX,66.5
201711,TX,60.3
201712,TX,47.8
201801,TX,43.8
201802,TX,52.3
201803,TX,61.7
201804,TX,63
201805,TX,78
201806,TX,83.9
201807,TX,84.5
201808,TX,83
201809,TX,76.2
201810,TX,65.4
201811,TX,51.9
201812,TX,48.3
201901,TX,47.2
201902,TX,51.9
201903,TX,55.7
201904,TX,65
201905,TX,72.5
201906,TX,79.1
201907,TX,82.8
201908,TX,85.9
201909,TX,81.5
201910,TX,65.2
201911,TX,53.2
201912,TX,50.7
202001,TX,50.7
202002,TX,49.4
202003,TX,63.2
202004,TX,65.1
202005,TX,74.6
202006,TX,80.7
202007,TX,85.2
202008,TX,84.4
202009,TX,74.1
202010,TX,65.9
202011,TX,60.6
202012,TX,48.5
202101,TX,47.3
202102,TX,44
202103,TX,59.4
202104,TX,63.7
202105,TX,71.9
202106,TX,80.3
202107,TX,80.9
202108,TX,81.9
202109,TX,78.2
202110,TX,69.8
202111,TX,57.3
202112,TX,59.1
202201,TX,45.8
202202,TX,45.8
202203,TX,57
202204,TX,68.8
202205,TX,78
202206,TX,83.8
202207,TX,87.2
202208,TX,83.4
202209,TX,77.8
202210,TX,66.4
202211,TX,54
202212,TX,50
202301,TX,51.6
202302,TX,52.1
202303,TX,60.4
202304,TX,64.7
202305,TX,73.8
202306,TX,82.3
202307,TX,86.3
202308,TX,87.5
202309,TX,81.8
202310,TX,68.4
202311,TX,56.5
202312,TX,51.8
200101,UT,26.3
200102,UT,31.7
200103,UT,41.4
200104,UT,47
200105,UT,59.3
200106,UT,67.1
200107,UT,72.9
200108,UT,72.4
200109,UT,65.2
200110,UT,52.2
200111,UT,39.3
200112,UT,25
200201,UT,26.1
200202,UT,29
200203,UT,36
200204,UT,49.7
200205,UT,56.3
200206,UT,68.7
200207,UT,76.2
200208,UT,70.7
200209,UT,61
200210,UT,47
200211,UT,35.9
200212,UT,29.3
200301,UT,35.2
200302,UT,31
200303,UT,40.3
200304,UT,45.8
200305,UT,57.4
200306,UT,66
200307,UT,77.2
200308,UT,72.7
200309,UT,62.2
200310,UT,55
200311,UT,34.1
200312,UT,30.3
200401,UT,24.2
200402,UT,27.8
200403,UT,45.6
200404,UT,48
200405,UT,57
200406,UT,66.1
200407,UT,72.2
200408,UT,68.6
200409,UT,60.2
200410,UT,48.9
200411,UT,35.7
200412,UT,30.1
200501,UT,32.6
200502,UT,33.5
200503,UT,39
200504,UT,45.9
200505,UT,56
200506,UT,61.8
200507,UT,74.8
200508,UT,69
200509,UT,60.8
200510,UT,50.4
200511,UT,39
200512,UT,29.2
200601,UT,29.9
200602,UT,31.5
200603,UT,36.3
200604,UT,48.4
200605,UT,58.9
200606,UT,68.8
200607,UT,75
200608,UT,69.7
200609,UT,58.1
200610,UT,47.3
200611,UT,38.2
200612,UT,27.9
200701,UT,22.4
200702,UT,34.3
200703,UT,43
200704,UT,48.3
200705,UT,57.7
200706,UT,68.2
200707,UT,76.2
200708,UT,72.8
200709,UT,61.7
200710,UT,48.9
200711,UT,40.6
200712,UT,24.6
200801,UT,22.8
200802,UT,30.5
200803,UT,37.2
200804,UT,43.1
200805,UT,52.8
200806,UT,65
200807,UT,74.1
200808,UT,71.6
200809,UT,61.9
200810,UT,50.4
200811,UT,40.9
200812,UT,27
200901,UT,29.5
200902,UT,33.1
200903,UT,39.2
200904,UT,45.3
200905,UT,58.7
200906,UT,62
200907,UT,73.2
200908,UT,69.7
200909,UT,64.3
200910,UT,45.7
200911,UT,39
